red,green,blue,alpha,data_lim_low,data_lim_high
110,174,210,255,-3.84,-3.775
113,176,211,255,-3.775,-3.71
117,178,212,255,-3.71,-3.645
120,180,213,255,-3.645,-3.58
123,182,214,255,-3.58,-3.515
126,184,215,255,-3.515,-3.45
129,186,216,255,-3.45,-3.385
132,188,217,255,-3.385,-3.32
135,190,218,255,-3.32,-3.255
138,192,219,255,-3.255,-3.19
141,194,220,255,-3.19,-3.125
144,196,221,255,-3.125,-3.06
147,198,222,255,-3.06,-2.995
150,199,223,255,-2.995,-2.93
152,200,224,255,-2.93,-2.865
155,201,224,255,-2.865,-2.8
157,203,225,255,-2.8,-2.735
160,204,226,255,-2.735,-2.67
162,205,227,255,-2.67,-2.605
165,206,227,255,-2.605,-2.54
167,208,228,255,-2.54,-2.475
169,209,229,255,-2.475,-2.41
172,210,229,255,-2.41,-2.345
174,211,230,255,-2.345,-2.28
177,213,231,255,-2.28,-2.215
179,214,232,255,-2.215,-2.15
182,215,232,255,-2.15,-2.085
184,216,233,255,-2.085,-2.02
187,218,234,255,-2.02,-1.955
189,219,234,255,-1.955,-1.89
192,220,235,255,-1.89,-1.825
194,221,236,255,-1.825,-1.76
197,223,236,255,-1.76,-1.695
199,224,237,255,-1.695,-1.63
202,225,238,255,-1.63,-1.565
204,226,239,255,-1.565,-1.5
207,228,239,255,-1.5,-1.435
209,229,240,255,-1.435,-1.37
210,230,240,255,-1.37,-1.305
212,230,241,255,-1.305,-1.24
213,231,241,255,-1.24,-1.175
215,232,241,255,-1.175,-1.11
216,233,241,255,-1.11,-1.045
218,233,242,255,-1.045,-0.98
219,234,242,255,-0.98,-0.915
221,235,242,255,-0.915,-0.85
222,235,242,255,-0.85,-0.785
224,236,243,255,-0.785,-0.72
225,237,243,255,-0.72,-0.655
227,237,243,255,-0.655,-0.59
228,238,244,255,-0.59,-0.525
230,239,244,255,-0.525,-0.46
231,240,244,255,-0.46,-0.395
233,240,244,255,-0.395,-0.33
234,241,245,255,-0.33,-0.265
236,242,245,255,-0.265,-0.2
237,242,245,255,-0.2,-0.135
239,243,245,255,-0.135,-0.07
240,244,246,255,-0.07,-0.005
242,245,246,255,-0.005,0.06
243,245,246,255,0.06,0.125
245,246,247,255,0.125,0.19
246,247,247,255,0.19,0.255
247,246,246,255,0.255,0.32
247,245,244,255,0.32,0.385
248,244,242,255,0.385,0.45
248,243,240,255,0.45,0.515
248,242,239,255,0.515,0.58
248,241,237,255,0.58,0.645
249,240,235,255,0.645,0.71
249,239,233,255,0.71,0.775
249,238,231,255,0.775,0.84
249,237,229,255,0.84,0.905
249,235,227,255,0.905,0.97
250,234,225,255,0.97,1.035
250,233,223,255,1.035,1.1
250,232,222,255,1.1,1.165
250,231,220,255,1.165,1.23
251,230,218,255,1.23,1.295
251,229,216,255,1.295,1.36
251,228,214,255,1.36,1.425
251,227,212,255,1.425,1.49
252,226,210,255,1.49,1.555
252,224,208,255,1.555,1.62
252,223,207,255,1.62,1.685
252,222,205,255,1.685,1.75
253,221,203,255,1.75,1.815
253,220,201,255,1.815,1.88
253,219,199,255,1.88,1.945
253,217,196,255,1.945,2.01
252,215,194,255,2.01,2.075
252,213,191,255,2.075,2.14
252,211,188,255,2.14,2.205
251,208,185,255,2.205,2.27
251,206,183,255,2.27,2.335
251,204,180,255,2.335,2.4
250,202,177,255,2.4,2.465
250,200,175,255,2.465,2.53
249,198,172,255,2.53,2.595
249,196,169,255,2.595,2.66
249,194,167,255,2.66,2.725
248,191,164,255,2.725,2.79
248,189,161,255,2.79,2.855
248,187,158,255,2.855,2.92
247,185,156,255,2.92,2.985
247,183,153,255,2.985,3.05
247,181,150,255,3.05,3.115
246,179,148,255,3.115,3.18
246,177,145,255,3.18,3.245
246,175,142,255,3.245,3.31
245,172,139,255,3.31,3.375
245,170,137,255,3.375,3.44
245,168,134,255,3.44,3.505
244,166,131,255,3.505,3.57
243,164,129,255,3.57,3.635
242,161,127,255,3.635,3.7
241,158,125,255,3.7,3.765
240,156,123,255,3.765,3.83
239,153,121,255,3.83,3.895
238,150,119,255,3.895,3.96
236,147,116,255,3.96,4.025
235,145,114,255,4.025,4.09
234,142,112,255,4.09,4.155
233,139,110,255,4.155,4.22
232,137,108,255,4.22,4.285
230,134,106,255,4.285,4.35
229,131,104,255,4.35,4.415
228,128,102,255,4.415,4.48
227,126,100,255,4.48,4.545
226,123,98,255,4.545,4.61
225,120,96,255,4.61,4.675
223,118,94,255,4.675,4.74
222,115,92,255,4.74,4.805
221,112,89,255,4.805,4.87
220,110,87,255,4.87,4.935
219,107,85,255,4.935,5.0
218,104,83,255,5.0,5.065
216,101,81,255,5.065,5.13
215,99,79,255,5.13,5.195
214,96,77,255,5.195,5.26
213,93,76,255,5.26,5.325
211,90,74,255,5.325,5.39
210,88,73,255,5.39,5.455
208,85,72,255,5.455,5.52
207,82,70,255,5.52,5.585
206,79,69,255,5.585,5.65
204,76,68,255,5.65,5.715
203,73,66,255,5.715,5.78
201,71,65,255,5.78,5.845
200,68,64,255,5.845,5.91
198,65,62,255,5.91,5.975
197,62,61,255,5.975,6.04
196,59,60,255,6.04,6.105
194,56,58,255,6.105,6.17
193,54,57,255,6.17,6.235
191,51,56,255,6.235,6.3
190,48,54,255,6.3,6.365
189,45,53,255,6.365,6.43
187,42,52,255,6.43,6.495
186,40,50,255,6.495,6.56
184,37,49,255,6.56,6.625
183,34,48,255,6.625,6.69
182,31,46,255,6.69,6.755
180,28,45,255,6.755,6.82
179,25,44,255,6.82,6.885
177,24,43,255,6.885,6.95
174,23,42,255,6.95,7.015
171,22,42,255,7.015,7.08
168,21,41,255,7.08,7.145
165,20,41,255,7.145,7.21
162,19,40,255,7.21,7.275
159,18,40,255,7.275,7.34
156,17,39,255,7.34,7.405
153,16,39,255,7.405,7.47
150,15,39,255,7.47,7.535
147,14,38,255,7.535,7.6
144,13,38,255,7.6,7.665
141,12,37,255,7.665,7.73
138,11,37,255,7.73,7.795
135,10,36,255,7.795,7.86
132,9,36,255,7.86,7.925
129,8,35,255,7.925,7.99
127,8,35,255,7.99,8.0
121,6,34,255,8.0,inf
121,6,34,255,8.0,inf
121,6,34,255,8.0,inf
121,6,34,255,8.0,inf
121,6,34,255,8.0,inf
121,6,34,255,8.0,inf
121,6,34,255,8.0,inf
